Shipment_ID,Order_ID,Courier,Shipment_Date,Delivery_Date,Delivery_Status
SHP000398,ORD000398,Amazon Logistics,2025-05-16,2025-05-19,Delivered
SHP000399,ORD000399,Ekart,2025-01-15,2025-01-20,Delivered
SHP000400,ORD000400,Ekart,2025-01-14,2025-01-19,Delivered
SHP000401,ORD000401,Amazon Logistics,2025-02-02,2025-02-08,Delivered
SHP000402,ORD000402,Delhivery,2025-01-25,2025-01-28,Delivered
SHP000403,ORD000403,Ekart,2025-03-18,2025-03-20,Delivered
SHP000404,ORD000404,Delhivery,2025-01-26,,Shipped
SHP000405,ORD000405,DTDC,2025-04-03,,Shipped
SHP000406,ORD000406,Ekart,2025-04-20,2025-04-23,Delivered
SHP000407,ORD000407,XpressBees,2025-04-18,2025-04-24,Delivered
SHP000408,ORD000408,XpressBees,2025-01-11,,Shipped
SHP000409,ORD000409,Amazon Logistics,2025-06-23,2025-06-29,Delivered
SHP000410,ORD000410,BlueDart,2025-02-07,2025-02-10,Delivered
SHP000411,ORD000411,XpressBees,2025-03-11,2025-03-13,Delivered
SHP000412,ORD000412,Delhivery,2025-04-14,2025-04-16,Delivered
SHP000413,ORD000413,XpressBees,2025-05-13,2025-05-18,Delivered
SHP000414,ORD000414,BlueDart,2025-03-11,2025-03-15,Delivered
SHP000415,ORD000415,Ekart,2025-03-25,2025-03-31,Delivered
SHP000416,ORD000416,DTDC,2025-06-29,2025-07-01,Delivered
SHP000417,ORD000417,BlueDart,2025-05-03,2025-05-06,Delivered
SHP000418,ORD000418,XpressBees,2025-06-16,2025-06-20,Delivered
SHP000419,ORD000419,DTDC,2025-06-03,2025-06-09,Delivered
SHP000420,ORD000420,Delhivery,2025-04-03,2025-04-08,Delivered
SHP000421,ORD000421,Amazon Logistics,2025-06-30,,Shipped
SHP000422,ORD000422,XpressBees,2025-06-16,2025-06-19,Delivered
SHP000423,ORD000423,XpressBees,2025-03-16,2025-03-18,Delivered
SHP000424,ORD000424,XpressBees,2025-03-22,2025-03-26,Delivered
SHP000425,ORD000425,Amazon Logistics,2025-05-10,2025-05-14,Delivered
SHP000426,ORD000426,BlueDart,2025-03-11,2025-03-13,Delivered
SHP000427,ORD000427,XpressBees,2025-05-27,,Shipped
SHP000428,ORD000428,DTDC,2025-03-26,2025-03-31,Delivered
SHP000429,ORD000429,BlueDart,2025-03-30,,Processing
SHP000430,ORD000430,Delhivery,2025-03-28,,Processing
SHP000431,ORD000431,DTDC,2025-04-19,2025-04-21,Delivered
SHP000432,ORD000432,DTDC,2025-02-03,,Pending
SHP000433,ORD000433,Delhivery,2025-05-15,,Pending
SHP000434,ORD000434,Ekart,2025-04-26,2025-04-30,Delivered
SHP000435,ORD000435,BlueDart,2025-03-25,2025-03-27,Delivered
SHP000436,ORD000436,DTDC,2025-04-02,2025-04-06,Delivered
SHP000437,ORD000437,Delhivery,2025-03-04,,Shipped
SHP000438,ORD000438,Delhivery,2025-01-18,2025-01-23,Delivered
SHP000439,ORD000439,XpressBees,2025-02-14,2025-02-20,Delivered
SHP000440,ORD000440,XpressBees,2025-03-25,2025-03-27,Delivered
SHP000441,ORD000441,Ekart,2025-06-16,2025-06-19,Delivered
SHP000442,ORD000442,XpressBees,2025-06-30,2025-07-05,Delivered
SHP000443,ORD000443,Ekart,2025-03-09,2025-03-13,Delivered
SHP000444,ORD000444,Ekart,2025-03-27,2025-03-29,Delivered
SHP000445,ORD000445,Amazon Logistics,2025-05-15,2025-05-18,Delivered
SHP000446,ORD000446,Amazon Logistics,2025-03-06,2025-03-09,Delivered
SHP000447,ORD000447,Delhivery,2025-03-23,2025-03-29,Delivered
SHP000448,ORD000448,Delhivery,2025-02-11,2025-02-14,Delivered
SHP000449,ORD000449,DTDC,2025-02-05,2025-02-11,Delivered
SHP000450,ORD000450,Amazon Logistics,2025-03-27,2025-04-02,Delivered
SHP000451,ORD000451,BlueDart,2025-04-07,,Cancelled
SHP000452,ORD000452,XpressBees,2025-06-27,2025-07-03,Delivered
SHP000453,ORD000453,XpressBees,2025-01-24,2025-01-30,Delivered
SHP000454,ORD000454,Delhivery,2025-01-03,2025-01-05,Delivered
SHP000455,ORD000455,DTDC,2025-05-11,2025-05-17,Delivered
SHP000456,ORD000456,XpressBees,2025-03-01,2025-03-06,Delivered
SHP000457,ORD000457,BlueDart,2025-01-05,2025-01-10,Delivered
SHP000458,ORD000458,Delhivery,2025-06-22,2025-06-24,Delivered
SHP000459,ORD000459,DTDC,2025-03-28,2025-04-01,Delivered
SHP000460,ORD000460,Delhivery,2025-03-07,,Processing
SHP000461,ORD000461,Amazon Logistics,2025-06-26,,Shipped
SHP000462,ORD000462,XpressBees,2025-04-18,,Shipped
SHP000463,ORD000463,BlueDart,2025-06-28,2025-06-30,Delivered
SHP000464,ORD000464,XpressBees,2025-05-01,,Shipped
SHP000465,ORD000465,BlueDart,2025-06-24,,Processing
SHP000466,ORD000466,BlueDart,2025-02-02,2025-02-04,Delivered
SHP000467,ORD000467,Delhivery,2025-06-18,,Processing
SHP000468,ORD000468,Ekart,2025-06-16,2025-06-20,Delivered
SHP000469,ORD000469,DTDC,2025-03-27,,Shipped
SHP000470,ORD000470,DTDC,2025-03-09,2025-03-14,Delivered
SHP000471,ORD000471,Ekart,2025-04-10,2025-04-14,Delivered
SHP000472,ORD000472,Delhivery,2025-04-01,2025-04-03,Delivered
SHP000473,ORD000473,XpressBees,2025-03-26,2025-03-31,Delivered
SHP000474,ORD000474,XpressBees,2025-02-15,2025-02-17,Delivered
SHP000475,ORD000475,Ekart,2025-02-01,2025-02-05,Delivered
SHP000476,ORD000476,Delhivery,2025-04-01,2025-04-04,Delivered
SHP000477,ORD000477,DTDC,2025-06-05,2025-06-11,Delivered
SHP000478,ORD000478,DTDC,2025-05-01,2025-05-03,Delivered
SHP000479,ORD000479,XpressBees,2025-04-21,2025-04-26,Delivered
SHP000480,ORD000480,BlueDart,2025-05-13,2025-05-19,Delivered
SHP000481,ORD000481,BlueDart,2025-03-01,,Cancelled
SHP000482,ORD000482,BlueDart,2025-01-20,2025-01-22,Delivered
SHP000483,ORD000483,Ekart,2025-02-25,2025-02-28,Delivered
SHP000484,ORD000484,Ekart,2025-02-11,2025-02-14,Delivered
SHP000485,ORD000485,XpressBees,2025-06-24,,Shipped
SHP000486,ORD000486,Amazon Logistics,2025-04-23,,Shipped
SHP000487,ORD000487,DTDC,2025-04-24,2025-04-29,Delivered
SHP000488,ORD000488,BlueDart,2025-05-12,2025-05-18,Delivered
SHP000489,ORD000489,BlueDart,2025-05-22,2025-05-25,Delivered
SHP000490,ORD000490,Delhivery,2025-02-22,2025-02-28,Delivered
SHP000491,ORD000491,Ekart,2025-03-01,2025-03-05,Delivered
SHP000492,ORD000492,DTDC,2025-06-22,,Processing
SHP000493,ORD000493,Delhivery,2025-04-01,,Processing
SHP000494,ORD000494,Delhivery,2025-03-07,2025-03-09,Delivered
SHP000495,ORD000495,Amazon Logistics,2025-04-18,,Processing
SHP000496,ORD000496,DTDC,2025-01-12,,Shipped
SHP000497,ORD000497,DTDC,2025-02-10,2025-02-12,Delivered
SHP000498,ORD000498,Amazon Logistics,2025-02-03,2025-02-06,Delivered
SHP000499,ORD000499,DTDC,2025-06-30,2025-07-04,Delivered
SHP000500,ORD000500,Amazon Logistics,2025-02-10,2025-02-13,Delivered
SHP000501,ORD000501,BlueDart,2025-03-16,2025-03-19,Delivered
SHP000502,ORD000502,Amazon Logistics,2025-06-24,,Shipped
SHP000503,ORD000503,BlueDart,2025-06-22,2025-06-27,Delivered
SHP000504,ORD000504,Ekart,2025-04-26,2025-04-29,Delivered
SHP000505,ORD000505,BlueDart,2025-04-21,2025-04-24,Delivered
SHP000506,ORD000506,Amazon Logistics,2025-04-03,2025-04-07,Delivered
SHP000507,ORD000507,Delhivery,2025-03-24,2025-03-28,Delivered
SHP000508,ORD000508,Ekart,2025-03-10,,Shipped
SHP000509,ORD000509,BlueDart,2025-05-10,2025-05-12,Delivered
SHP000510,ORD000510,Amazon Logistics,2025-04-17,2025-04-19,Delivered
SHP000511,ORD000511,Delhivery,2025-05-15,2025-05-17,Delivered
SHP000512,ORD000512,Amazon Logistics,2025-02-06,,Processing
SHP000513,ORD000513,BlueDart,2025-03-26,2025-03-29,Delivered
SHP000514,ORD000514,DTDC,2025-03-11,,Pending
SHP000515,ORD000515,XpressBees,2025-06-16,2025-06-18,Delivered
SHP000516,ORD000516,BlueDart,2025-06-23,2025-06-25,Delivered
SHP000517,ORD000517,Ekart,2025-05-01,,Processing
SHP000518,ORD000518,XpressBees,2025-04-25,2025-05-01,Delivered
SHP000519,ORD000519,XpressBees,2025-01-31,2025-02-02,Delivered
SHP000520,ORD000520,Ekart,2025-04-19,,Pending
SHP000521,ORD000521,Ekart,2025-04-21,,Processing
SHP000522,ORD000522,Amazon Logistics,2025-04-02,2025-04-07,Delivered
SHP000523,ORD000523,Ekart,2025-04-28,,Shipped
SHP000524,ORD000524,XpressBees,2025-04-19,2025-04-24,Delivered
SHP000525,ORD000525,DTDC,2025-02-02,,Processing
SHP000526,ORD000526,BlueDart,2025-06-18,2025-06-24,Delivered
SHP000527,ORD000527,Ekart,2025-01-22,,Shipped
SHP000528,ORD000528,BlueDart,2025-06-25,2025-07-01,Delivered
SHP000529,ORD000529,Ekart,2025-05-26,2025-05-29,Delivered
SHP000530,ORD000530,XpressBees,2025-03-27,,Shipped
SHP000531,ORD000531,Ekart,2025-05-16,2025-05-18,Delivered
SHP000532,ORD000532,Delhivery,2025-05-02,2025-05-07,Delivered
SHP000533,ORD000533,BlueDart,2025-04-13,,Cancelled
SHP000534,ORD000534,DTDC,2025-06-09,2025-06-13,Delivered
SHP000535,ORD000535,Amazon Logistics,2025-01-07,2025-01-09,Delivered
SHP000536,ORD000536,Delhivery,2025-04-01,2025-04-07,Delivered
SHP000537,ORD000537,Delhivery,2025-03-31,2025-04-04,Delivered
SHP000538,ORD000538,Amazon Logistics,2025-01-07,2025-01-13,Delivered
SHP000539,ORD000539,DTDC,2025-01-22,,Shipped
SHP000540,ORD000540,XpressBees,2025-02-13,,Cancelled
SHP000541,ORD000541,Amazon Logistics,2025-04-20,2025-04-22,Delivered
SHP000542,ORD000542,XpressBees,2025-04-16,,Pending
SHP000543,ORD000543,Ekart,2025-06-27,2025-07-03,Delivered
SHP000544,ORD000544,DTDC,2025-02-21,2025-02-26,Delivered
SHP000545,ORD000545,Amazon Logistics,2025-06-18,2025-06-23,Delivered
SHP000546,ORD000546,Delhivery,2025-06-13,2025-06-19,Delivered
SHP000547,ORD000547,XpressBees,2025-01-20,,Shipped
SHP000548,ORD000548,XpressBees,2025-03-04,,Processing
SHP000549,ORD000549,BlueDart,2025-01-05,,Processing
SHP000550,ORD000550,BlueDart,2025-04-20,2025-04-22,Delivered
SHP000551,ORD000551,Amazon Logistics,2025-07-01,2025-07-04,Delivered
SHP000552,ORD000552,Amazon Logistics,2025-02-01,,Pending
SHP000553,ORD000553,XpressBees,2025-06-02,2025-06-06,Delivered
SHP000554,ORD000554,DTDC,2025-04-18,2025-04-24,Delivered
SHP000555,ORD000555,BlueDart,2025-05-28,2025-06-02,Delivered
SHP000556,ORD000556,Ekart,2025-06-30,2025-07-03,Delivered
SHP000557,ORD000557,BlueDart,2025-02-03,,Pending
SHP000558,ORD000558,DTDC,2025-02-22,2025-02-24,Returned
SHP000559,ORD000559,BlueDart,2025-06-14,2025-06-20,Delivered
SHP000560,ORD000560,BlueDart,2025-02-07,2025-02-11,Delivered
SHP000561,ORD000561,BlueDart,2025-07-01,2025-07-06,Delivered
SHP000562,ORD000562,Amazon Logistics,2025-04-19,2025-04-21,Delivered
SHP000563,ORD000563,Delhivery,2025-06-25,,Cancelled
SHP000564,ORD000564,XpressBees,2025-05-07,2025-05-09,Delivered
SHP000565,ORD000565,Delhivery,2025-01-13,2025-01-19,Delivered
SHP000566,ORD000566,DTDC,2025-05-07,2025-05-09,Delivered
SHP000567,ORD000567,Ekart,2025-01-24,2025-01-26,Delivered
SHP000568,ORD000568,DTDC,2025-01-17,2025-01-19,Delivered
SHP000569,ORD000569,XpressBees,2025-01-15,2025-01-19,Delivered
SHP000570,ORD000570,Amazon Logistics,2025-05-22,2025-05-24,Delivered
SHP000571,ORD000571,Delhivery,2025-02-06,2025-02-11,Delivered
SHP000572,ORD000572,BlueDart,2025-01-03,2025-01-09,Delivered
SHP000573,ORD000573,BlueDart,2025-05-01,2025-05-07,Delivered
SHP000574,ORD000574,DTDC,2025-06-16,2025-06-22,Delivered
SHP000575,ORD000575,Delhivery,2025-02-12,,Processing
SHP000576,ORD000576,BlueDart,2025-06-15,,Pending
SHP000577,ORD000577,DTDC,2025-06-02,2025-06-08,Delivered
SHP000578,ORD000578,DTDC,2025-01-17,2025-01-22,Delivered
SHP000579,ORD000579,Delhivery,2025-03-09,2025-03-14,Delivered
SHP000580,ORD000580,BlueDart,2025-02-25,2025-02-28,Delivered
SHP000581,ORD000581,BlueDart,2025-04-22,2025-04-28,Delivered
SHP000582,ORD000582,Amazon Logistics,2025-06-10,2025-06-12,Delivered
SHP000583,ORD000583,BlueDart,2025-04-22,2025-04-26,Delivered
SHP000584,ORD000584,Ekart,2025-03-15,2025-03-18,Delivered
SHP000585,ORD000585,DTDC,2025-06-04,2025-06-10,Delivered
SHP000586,ORD000586,Amazon Logistics,2025-01-14,2025-01-17,Delivered
SHP000587,ORD000587,Amazon Logistics,2025-03-16,2025-03-20,Delivered
SHP000588,ORD000588,XpressBees,2025-02-20,,Processing
SHP000589,ORD000589,Amazon Logistics,2025-04-20,2025-04-25,Delivered
SHP000590,ORD000590,DTDC,2025-03-19,,Processing
SHP000591,ORD000591,Delhivery,2025-05-02,2025-05-04,Returned
SHP000592,ORD000592,Delhivery,2025-05-10,,Shipped
SHP000593,ORD000593,Ekart,2025-02-12,2025-02-16,Delivered
SHP000594,ORD000594,Amazon Logistics,2025-03-25,2025-03-29,Delivered
SHP000595,ORD000595,DTDC,2025-06-11,2025-06-14,Delivered
SHP000596,ORD000596,DTDC,2025-04-10,,Processing
SHP000597,ORD000597,DTDC,2025-04-18,,Processing
SHP000598,ORD000598,Amazon Logistics,2025-05-29,2025-06-02,Delivered
SHP000599,ORD000599,XpressBees,2025-03-29,2025-04-04,Delivered
SHP000600,ORD000600,Delhivery,2025-02-03,,Shipped
SHP000601,ORD000601,Ekart,2025-02-01,2025-02-05,Delivered
SHP000602,ORD000602,XpressBees,2025-01-07,,Shipped
SHP000603,ORD000603,Ekart,2025-05-11,,Shipped
SHP000604,ORD000604,Delhivery,2025-01-29,2025-02-04,Delivered
SHP000605,ORD000605,Delhivery,2025-03-04,2025-03-06,Delivered
SHP000606,ORD000606,Delhivery,2025-01-19,,Processing
SHP000607,ORD000607,DTDC,2025-03-26,2025-04-01,Delivered
SHP000608,ORD000608,Ekart,2025-03-02,2025-03-05,Delivered
SHP000609,ORD000609,DTDC,2025-02-27,2025-03-04,Delivered
SHP000610,ORD000610,Ekart,2025-02-25,2025-03-03,Delivered
SHP000611,ORD000611,Amazon Logistics,2025-06-16,2025-06-21,Delivered
SHP000612,ORD000612,BlueDart,2025-05-07,2025-05-09,Delivered
SHP000613,ORD000613,Amazon Logistics,2025-01-28,2025-02-01,Delivered
SHP000614,ORD000614,DTDC,2025-05-19,2025-05-21,Delivered
SHP000615,ORD000615,Delhivery,2025-01-10,2025-01-15,Delivered
SHP000616,ORD000616,DTDC,2025-05-09,2025-05-12,Delivered
SHP000617,ORD000617,Delhivery,2025-02-01,,Pending
SHP000618,ORD000618,XpressBees,2025-04-17,2025-04-22,Delivered
SHP000619,ORD000619,DTDC,2025-04-25,,Cancelled
SHP000620,ORD000620,Ekart,2025-04-26,2025-04-29,Delivered
SHP000621,ORD000621,BlueDart,2025-02-02,,Processing
SHP000622,ORD000622,DTDC,2025-02-14,2025-02-19,Delivered
SHP000623,ORD000623,Amazon Logistics,2025-03-13,,Shipped
SHP000624,ORD000624,Amazon Logistics,2025-03-14,2025-03-19,Delivered
SHP000625,ORD000625,BlueDart,2025-03-20,,Pending
SHP000626,ORD000626,BlueDart,2025-04-29,,Shipped
SHP000627,ORD000627,Ekart,2025-03-04,2025-03-06,Delivered
SHP000628,ORD000628,XpressBees,2025-01-10,2025-01-15,Delivered
SHP000629,ORD000629,DTDC,2025-01-19,2025-01-23,Returned
SHP000630,ORD000630,XpressBees,2025-05-20,2025-05-24,Delivered
SHP000631,ORD000631,DTDC,2025-01-25,2025-01-31,Delivered
SHP000632,ORD000632,Ekart,2025-06-11,2025-06-14,Delivered
SHP000633,ORD000633,XpressBees,2025-05-27,2025-06-01,Delivered
SHP000634,ORD000634,Amazon Logistics,2025-02-20,2025-02-24,Delivered
SHP000635,ORD000635,BlueDart,2025-06-14,2025-06-18,Delivered
SHP000636,ORD000636,Amazon Logistics,2025-01-24,2025-01-30,Delivered
SHP000637,ORD000637,Amazon Logistics,2025-01-12,2025-01-17,Delivered
SHP000638,ORD000638,BlueDart,2025-05-24,2025-05-27,Delivered
SHP000639,ORD000639,DTDC,2025-05-18,2025-05-22,Delivered
SHP000640,ORD000640,Ekart,2025-06-30,2025-07-04,Delivered
SHP000641,ORD000641,BlueDart,2025-05-06,2025-05-10,Delivered
SHP000642,ORD000642,BlueDart,2025-03-28,2025-03-30,Delivered
SHP000643,ORD000643,Amazon Logistics,2025-01-05,2025-01-08,Delivered
SHP000644,ORD000644,DTDC,2025-01-22,,Cancelled
SHP000645,ORD000645,DTDC,2025-02-10,2025-02-16,Delivered
SHP000646,ORD000646,Delhivery,2025-03-02,,Processing
SHP000647,ORD000647,BlueDart,2025-05-28,2025-06-03,Delivered
SHP000648,ORD000648,Delhivery,2025-03-16,2025-03-22,Delivered
SHP000649,ORD000649,DTDC,2025-06-15,2025-06-18,Delivered
SHP000650,ORD000650,Delhivery,2025-02-11,2025-02-14,Delivered
SHP000651,ORD000651,XpressBees,2025-05-29,2025-06-04,Delivered
SHP000652,ORD000652,Amazon Logistics,2025-02-03,2025-02-09,Delivered
SHP000653,ORD000653,Amazon Logistics,2025-01-08,2025-01-10,Delivered
SHP000654,ORD000654,XpressBees,2025-05-30,,Processing
SHP000655,ORD000655,Ekart,2025-06-04,2025-06-09,Delivered
SHP000656,ORD000656,Amazon Logistics,2025-04-05,2025-04-09,Delivered
SHP000657,ORD000657,XpressBees,2025-02-26,2025-03-04,Delivered
SHP000658,ORD000658,XpressBees,2025-02-16,2025-02-19,Delivered
SHP000659,ORD000659,Ekart,2025-04-11,,Shipped
SHP000660,ORD000660,Ekart,2025-01-12,2025-01-16,Delivered
SHP000661,ORD000661,Ekart,2025-03-16,2025-03-19,Delivered
SHP000662,ORD000662,Amazon Logistics,2025-01-25,2025-01-28,Delivered
SHP000663,ORD000663,Delhivery,2025-05-22,2025-05-24,Delivered
SHP000664,ORD000664,Delhivery,2025-03-31,,Pending
SHP000665,ORD000665,DTDC,2025-04-14,2025-04-19,Delivered
SHP000666,ORD000666,Amazon Logistics,2025-03-01,2025-03-05,Delivered
SHP000667,ORD000667,Ekart,2025-04-10,2025-04-14,Delivered
SHP000668,ORD000668,BlueDart,2025-05-31,2025-06-03,Delivered
SHP000669,ORD000669,Amazon Logistics,2025-06-27,,Processing
SHP000670,ORD000670,DTDC,2025-03-15,,Processing
SHP000671,ORD000671,Ekart,2025-03-30,2025-04-03,Delivered
SHP000672,ORD000672,Amazon Logistics,2025-05-09,,Shipped
SHP000673,ORD000673,BlueDart,2025-01-14,,Processing
SHP000674,ORD000674,XpressBees,2025-02-19,2025-02-25,Delivered
SHP000675,ORD000675,BlueDart,2025-06-20,2025-06-22,Delivered
SHP000676,ORD000676,Ekart,2025-04-21,,Shipped
SHP000677,ORD000677,DTDC,2025-05-02,,Processing
SHP000678,ORD000678,Ekart,2025-01-26,2025-01-30,Delivered
SHP000679,ORD000679,BlueDart,2025-06-21,2025-06-27,Delivered
SHP000680,ORD000680,BlueDart,2025-02-01,,Processing
SHP000681,ORD000681,XpressBees,2025-01-08,2025-01-13,Delivered
SHP000682,ORD000682,Delhivery,2025-01-27,2025-01-31,Delivered
SHP000683,ORD000683,DTDC,2025-03-26,2025-03-31,Delivered
SHP000684,ORD000684,BlueDart,2025-01-26,2025-01-28,Delivered
SHP000685,ORD000685,XpressBees,2025-06-17,,Pending
SHP000686,ORD000686,DTDC,2025-04-29,,Shipped
SHP000687,ORD000687,BlueDart,2025-02-04,2025-02-07,Delivered
SHP000688,ORD000688,BlueDart,2025-06-02,2025-06-08,Delivered
SHP000689,ORD000689,Delhivery,2025-02-12,,Cancelled
SHP000690,ORD000690,BlueDart,2025-02-02,2025-02-04,Delivered
SHP000691,ORD000691,DTDC,2025-05-25,2025-05-27,Delivered
SHP000692,ORD000692,Ekart,2025-05-07,2025-05-10,Delivered
SHP000693,ORD000693,BlueDart,2025-06-11,,Shipped
SHP000694,ORD000694,Amazon Logistics,2025-01-05,2025-01-09,Delivered
SHP000695,ORD000695,BlueDart,2025-06-01,2025-06-06,Delivered
SHP000696,ORD000696,Amazon Logistics,2025-06-22,2025-06-26,Delivered
SHP000697,ORD000697,Amazon Logistics,2025-02-03,2025-02-07,Delivered
SHP000698,ORD000698,Ekart,2025-05-31,,Cancelled
SHP000699,ORD000699,XpressBees,2025-05-05,2025-05-08,Delivered
SHP000700,ORD000700,Ekart,2025-02-05,2025-02-08,Delivered
SHP000701,ORD000701,Delhivery,2025-06-08,2025-06-10,Delivered
SHP000702,ORD000702,BlueDart,2025-06-18,2025-06-20,Delivered
SHP000703,ORD000703,Delhivery,2025-05-09,,Processing
SHP000704,ORD000704,DTDC,2025-03-29,,Shipped
SHP000705,ORD000705,XpressBees,2025-03-24,2025-03-26,Delivered
SHP000706,ORD000706,XpressBees,2025-01-15,2025-01-21,Delivered
SHP000707,ORD000707,Amazon Logistics,2025-05-25,2025-05-27,Delivered
SHP000708,ORD000708,DTDC,2025-02-16,,Pending
SHP000709,ORD000709,BlueDart,2025-04-26,2025-05-02,Delivered
SHP000710,ORD000710,BlueDart,2025-03-03,2025-03-09,Delivered
SHP000711,ORD000711,Amazon Logistics,2025-06-11,2025-06-15,Delivered
SHP000712,ORD000712,Delhivery,2025-03-21,2025-03-23,Delivered
SHP000713,ORD000713,Ekart,2025-03-20,,Shipped
SHP000714,ORD000714,Amazon Logistics,2025-01-06,2025-01-12,Delivered
SHP000715,ORD000715,DTDC,2025-04-26,2025-05-02,Delivered
SHP000716,ORD000716,BlueDart,2025-05-30,,Cancelled
SHP000717,ORD000717,DTDC,2025-02-28,,Shipped
SHP000718,ORD000718,Delhivery,2025-03-21,2025-03-27,Delivered
SHP000719,ORD000719,Ekart,2025-04-13,,Processing
SHP000720,ORD000720,Amazon Logistics,2025-01-15,,Processing
SHP000721,ORD000721,Amazon Logistics,2025-04-02,2025-04-06,Delivered
SHP000722,ORD000722,XpressBees,2025-01-14,2025-01-19,Delivered
SHP000723,ORD000723,Ekart,2025-05-07,,Processing
SHP000724,ORD000724,Amazon Logistics,2025-04-09,2025-04-13,Delivered
SHP000725,ORD000725,BlueDart,2025-06-13,2025-06-15,Delivered
SHP000726,ORD000726,Delhivery,2025-02-22,2025-02-24,Delivered
SHP000727,ORD000727,Ekart,2025-01-16,2025-01-19,Delivered
SHP000728,ORD000728,Delhivery,2025-02-26,2025-02-28,Delivered
SHP000729,ORD000729,XpressBees,2025-01-27,2025-01-30,Returned
SHP000730,ORD000730,Delhivery,2025-04-21,2025-04-23,Delivered
SHP000731,ORD000731,Delhivery,2025-05-27,2025-06-01,Delivered
SHP000732,ORD000732,BlueDart,2025-05-29,,Pending
SHP000733,ORD000733,XpressBees,2025-04-06,,Processing
SHP000734,ORD000734,DTDC,2025-06-11,2025-06-17,Delivered
SHP000735,ORD000735,Ekart,2025-05-21,2025-05-23,Delivered
SHP000736,ORD000736,Amazon Logistics,2025-04-21,2025-04-24,Delivered
SHP000737,ORD000737,DTDC,2025-01-07,2025-01-09,Delivered
SHP000738,ORD000738,DTDC,2025-01-28,2025-02-01,Delivered
SHP000739,ORD000739,XpressBees,2025-06-25,2025-06-29,Delivered
SHP000740,ORD000740,DTDC,2025-03-01,2025-03-05,Delivered
SHP000741,ORD000741,Ekart,2025-01-22,2025-01-27,Delivered
SHP000742,ORD000742,Ekart,2025-02-22,2025-02-25,Delivered
SHP000743,ORD000743,Ekart,2025-06-04,2025-06-07,Delivered
SHP000744,ORD000744,Ekart,2025-01-17,,Shipped
SHP000745,ORD000745,Ekart,2025-06-17,2025-06-20,Delivered
SHP000746,ORD000746,DTDC,2025-01-15,2025-01-20,Delivered
SHP000747,ORD000747,DTDC,2025-04-14,,Processing
SHP000748,ORD000748,DTDC,2025-06-12,,Processing
SHP000749,ORD000749,Delhivery,2025-02-18,,Shipped
SHP000750,ORD000750,Ekart,2025-06-29,,Shipped
SHP000751,ORD000751,Delhivery,2025-01-14,2025-01-20,Delivered
SHP000752,ORD000752,Delhivery,2025-02-16,,Processing
SHP000753,ORD000753,DTDC,2025-06-15,2025-06-19,Delivered
SHP000754,ORD000754,XpressBees,2025-04-03,2025-04-09,Delivered
SHP000755,ORD000755,DTDC,2025-05-18,,Cancelled
SHP000756,ORD000756,Ekart,2025-06-13,,Pending
SHP000757,ORD000757,Delhivery,2025-06-05,2025-06-10,Delivered
SHP000758,ORD000758,XpressBees,2025-07-01,2025-07-07,Delivered
SHP000759,ORD000759,Ekart,2025-05-27,2025-06-01,Returned
SHP000760,ORD000760,Ekart,2025-01-23,2025-01-26,Delivered
SHP000761,ORD000761,Amazon Logistics,2025-04-14,,Processing
SHP000762,ORD000762,Amazon Logistics,2025-03-11,,Processing
SHP000763,ORD000763,Ekart,2025-05-05,,Processing
SHP000764,ORD000764,Delhivery,2025-05-31,2025-06-04,Delivered
SHP000765,ORD000765,Delhivery,2025-02-05,2025-02-08,Delivered
SHP000766,ORD000766,Delhivery,2025-06-23,2025-06-27,Returned
SHP000767,ORD000767,Amazon Logistics,2025-05-04,2025-05-07,Delivered
SHP000768,ORD000768,XpressBees,2025-04-13,2025-04-19,Delivered
SHP000769,ORD000769,BlueDart,2025-02-12,2025-02-14,Delivered
SHP000770,ORD000770,Delhivery,2025-05-28,,Pending
SHP000771,ORD000771,Ekart,2025-01-05,2025-01-11,Delivered
SHP000772,ORD000772,Delhivery,2025-05-31,2025-06-05,Delivered
SHP000773,ORD000773,XpressBees,2025-05-12,2025-05-18,Delivered
